metadata;file;mappings;datatype
platformShortName;*.HDR;//Mission/text();String
platformSerialIdentifier;*.HDR;//Mission/text();String
productType;*.HDR;//File_Type/text();String
beginningDateTime;.HDR;//Validity_Start/text();DateTimeOffset
endingDateTime;*.HDR;//Validity_Stop/text();DateTimeOffset
processingCenter;*.HDR;//System/text();String
processorVersion;*.HDR;//Creator_Version/text();String
processingDate;*.HDR;//Creation_Date/text();DateTimeOffset
